CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Point Earned,Card_Type_Encoded,Geography_France,Geography_Germany,Geography_Spain,Engagement,Balance_to_Salary,Tenure_per_Age,High_Balance,Low_Balance,Risk_Score,Age_Balance,Tenure_Balance,CustomerCluster
655,1,37,1,0.0,1,1,1,106040.97,0,0,5,226,2,False,False,True,1,0.0,0.02631578947368421,0,0,0.0,0.0,0.0,3
431,1,63,6,160982.89,1,1,1,168008.17,0,0,2,923,4,True,False,False,1,0.9581791874812547,0.09375,1,0,0.0,10141922.07,965897.3400000001,1
620,0,70,3,87926.24,2,1,0,33350.26,1,1,3,909,1,True,False,False,0,2.636369360557892,0.04225352112676056,0,0,0.97,6154836.800000001,263778.72000000003,2
782,0,35,4,0.0,1,1,1,119565.34,0,0,1,980,3,True,False,False,1,0.0,0.1111111111111111,0,0,0.0,0.0,0.0,2
581,1,46,2,79385.21,2,0,0,188492.82,0,0,1,639,2,False,False,True,0,0.42115550525741374,0.0425531914893617,0,0,0.0,3651719.66,158770.42,0
553,1,53,5,127997.83,1,1,0,165378.66,1,1,2,775,1,False,True,False,0,0.773963557549943,0.09259259259259259,1,0,0.98,6783884.99,639989.15,0
658,1,44,2,168396.34,1,1,1,14178.73,0,0,2,648,1,True,False,False,1,11.875849540153444,0.044444444444444446,1,0,0.0,7409438.96,336792.68,2
686,1,43,2,134896.03,1,1,1,97847.05,0,0,4,541,3,False,True,False,1,1.3786276783236866,0.045454545454545456,1,0,0.0,5800529.29,269792.06,1
539,1,36,6,0.0,3,1,1,118959.64,0,0,3,841,3,False,False,True,3,0.0,0.16216216216216217,0,0,0.0,0.0,0.0,4
685,0,50,6,94238.75,2,1,1,50664.07,1,1,4,941,4,True,False,False,2,1.8600339444907508,0.11764705882352941,0,0,0.96,4711937.5,565432.5,1
850,1,29,1,0.0,2,0,0,152996.89,0,0,3,601,2,True,False,False,0,0.0,0.03333333333333333,0,0,0.0,0.0,0.0,4
763,0,39,7,0.0,2,1,0,19458.75,0,0,2,311,3,False,False,True,0,0.0,0.175,0,0,0.0,0.0,0.0,2
634,1,43,3,212696.32,1,1,0,115268.86,0,0,3,327,3,False,True,False,0,1.8452032474056965,0.06818181818181818,1,0,0.0,9145941.76,638088.96,0
567,1,59,3,0.0,2,1,0,25843.7,1,1,2,947,1,True,False,False,0,0.0,0.05,0,0,0.98,0.0,0.0,2
539,1,39,3,139153.68,2,1,0,147662.33,0,0,1,520,1,True,False,False,0,0.9423712711883174,0.075,1,0,0.0,5426993.52,417461.04,0
764,1,41,7,0.0,2,0,0,134878.34,0,0,3,784,1,True,False,False,0,0.0,0.16666666666666666,0,0,0.0,0.0,0.0,4
653,0,40,0,0.0,2,1,0,35795.85,0,0,5,823,2,True,False,False,0,0.0,0.0,0,0,0.0,0.0,0.0,2
566,1,44,5,0.0,2,1,0,66462.79,0,0,5,294,3,False,False,True,0,0.0,0.1111111111111111,0,0,0.0,0.0,0.0,3
714,1,29,6,92887.13,1,1,1,69578.49,0,0,2,576,1,False,True,False,1,1.3349785978598003,0.2,0,0,0.0,2693726.77,557322.78,2
580,0,65,1,0.0,2,0,1,103182.46,0,0,1,352,2,False,False,True,2,0.0,0.015151515151515152,0,0,0.0,0.0,0.0,4
548,1,29,5,83442.98,1,0,1,177017.39,0,0,3,967,2,True,False,False,1,0.4713802899235497,0.16666666666666666,0,0,0.0,2419846.42,417214.89999999997,1
646,0,36,6,144773.29,2,1,0,53217.3,0,0,3,246,1,False,True,False,0,2.72036667837943,0.16216216216216217,1,0,0.0,5211838.44,868639.74,3
622,0,52,9,111973.97,1,1,1,162756.29,1,1,2,918,2,False,True,False,1,0.6879812879656573,0.16981132075471697,1,0,0.98,5822646.44,1007765.73,1
706,0,35,8,178032.53,1,0,1,42181.68,0,0,1,285,2,True,False,False,1,4.220512542114442,0.2222222222222222,1,0,0.0,6231138.55,1424260.24,0
680,1,23,5,140007.19,1,0,1,31714.08,0,0,3,808,2,True,False,False,1,4.414530564009298,0.20833333333333334,1,0,0.0,3220165.37,700035.95,2
698,1,37,5,98400.61,2,0,0,25017.28,0,0,1,403,3,True,False,False,0,3.933148481830086,0.13157894736842105,1,0,0.0,3640822.57,492003.05,2
581,0,46,1,0.0,2,1,0,104272.04,0,0,5,790,3,False,False,True,0,0.0,0.02127659574468085,0,0,0.0,0.0,0.0,4
728,1,45,3,108924.33,2,1,0,84300.4,1,1,4,947,3,False,True,False,0,1.292082100653133,0.06521739130434782,1,0,0.96,4901594.85,326772.99,1
707,0,32,4,132835.56,1,0,0,136877.24,0,0,2,745,1,False,False,True,0,0.9704651374827731,0.12121212121212122,1,0,0.0,4250737.92,531342.24,0
761,0,26,1,0.0,2,1,1,199409.19,0,0,5,497,3,True,False,False,2,0.0,0.037037037037037035,0,0,0.0,0.0,0.0,4
483,1,41,1,118334.44,1,0,0,163147.99,1,1,3,985,1,False,True,False,0,0.7253151858310616,0.023809523809523808,1,0,0.97,4851712.04,118334.44,1
736,0,25,9,81732.88,2,1,0,136497.28,0,0,3,960,3,False,True,False,0,0.5987832227629535,0.34615384615384615,0,0,0.0,2043322.0,735595.92,1
716,1,66,5,121411.9,1,0,0,10070.4,1,1,1,388,2,False,True,False,0,12.055116468415513,0.07462686567164178,1,0,0.99,8013185.399999999,607059.5,2
654,1,32,9,121455.65,1,1,0,190068.53,1,1,2,295,2,True,False,False,0,0.6390064204399306,0.2727272727272727,1,0,0.98,3886580.8,1093100.8499999999,0
649,1,20,5,0.0,2,1,1,58309.54,0,0,5,496,3,False,False,True,2,0.0,0.23809523809523808,0,0,0.0,0.0,0.0,3
649,1,46,5,0.0,2,1,1,76946.6,0,0,5,765,3,True,False,False,2,0.0,0.10638297872340426,0,0,0.0,0.0,0.0,4
612,0,31,8,117989.76,1,1,1,54129.86,0,0,4,409,1,True,False,False,1,2.179713383456313,0.25,1,0,0.0,3657682.56,943918.08,3
657,1,40,10,0.0,2,1,1,52990.7,0,0,3,724,2,False,False,True,2,0.0,0.24390243902439024,0,0,0.0,0.0,0.0,2
511,0,31,5,137411.29,1,0,1,161854.98,0,0,3,644,3,True,False,False,1,0.8489725866168182,0.15625,1,0,0.0,4259749.99,687056.4500000001,0
682,1,61,10,73688.2,1,1,1,172141.33,0,0,2,603,1,True,False,False,1,0.42806554320485846,0.16129032258064516,0,0,0.0,4494980.2,736882.0,0
748,1,58,9,122330.7,2,0,1,124429.19,0,0,1,641,4,False,False,True,2,0.9831271655214864,0.15254237288135594,1,0,0.0,7095180.6,1100976.3,0
554,1,43,5,99906.89,1,0,0,24983.39,0,0,3,356,2,False,True,False,0,3.998772433507482,0.11363636363636363,1,0,0.0,4295996.27,499534.45,3
794,0,28,5,0.0,2,0,1,86699.98,0,0,3,734,4,False,False,True,2,0.0,0.1724137931034483,0,0,0.0,0.0,0.0,2
807,0,47,9,167664.83,1,0,0,125440.11,1,1,4,622,1,True,False,False,0,1.3366019321735911,0.1875,1,0,0.96,7880247.01,1508983.47,1
594,0,34,7,141525.55,1,0,0,9443.15,0,0,4,302,4,True,False,False,0,14.985525431086968,0.2,1,0,0.0,4811868.699999999,990678.8499999999,3
652,0,33,3,124832.51,1,1,0,195877.06,0,0,4,407,2,False,False,True,0,0.637297051032668,0.08823529411764706,1,0,0.0,4119472.8299999996,374497.52999999997,0
729,0,34,9,132121.71,1,0,1,105409.31,0,0,3,654,2,True,False,False,1,1.2534040550682375,0.2571428571428571,1,0,0.0,4492138.14,1189095.39,1
625,1,39,2,0.0,2,1,0,100403.05,0,0,3,452,3,True,False,False,0,0.0,0.05,0,0,0.0,0.0,0.0,4
597,0,60,0,78539.84,1,0,1,48502.88,0,0,1,786,4,False,True,False,1,1.6192486044415415,0.0,0,0,0.0,4712390.399999999,0.0,2
657,0,38,5,123770.46,1,0,0,47019.66,1,1,1,385,1,False,True,False,0,2.632256969595918,0.1282051282051282,1,0,0.99,4703277.48,618852.3,0
633,1,43,5,0.0,2,1,1,48249.88,0,0,5,250,1,True,False,False,2,0.0,0.11363636363636363,0,0,0.0,0.0,0.0,3
663,1,49,7,116150.65,3,1,1,84358.71,1,1,5,670,4,False,True,False,3,1.3768498018781712,0.14,1,0,0.95,5691381.85,813054.5499999999,1
535,1,47,0,160729.1,1,0,1,145986.35,0,0,5,284,4,True,False,False,1,1.1009796396742595,0.0,1,0,0.0,7554267.7,0.0,3
702,0,29,10,88378.6,1,1,0,88550.28,0,0,3,596,3,True,False,False,0,0.9980499434903709,0.3333333333333333,0,0,0.0,2562979.4000000004,883786.0,2
712,1,33,2,182888.08,1,1,0,3061.0,0,0,1,278,1,True,False,False,0,59.72830829523187,0.058823529411764705,1,0,0.0,6035306.64,365776.16,0
607,1,31,8,0.0,2,1,1,43196.5,0,0,2,738,2,True,False,False,2,0.0,0.25,0,0,0.0,0.0,0.0,2
476,1,37,4,0.0,1,1,1,55775.84,1,1,1,649,3,True,False,False,1,0.0,0.10526315789473684,0,0,0.99,0.0,0.0,2
748,0,23,8,85600.08,1,0,0,134077.71,0,0,4,872,4,False,False,True,0,0.6384315600888464,0.3333333333333333,0,0,0.0,1968801.84,684800.64,1
815,1,35,4,0.0,2,0,1,198490.33,0,0,2,680,4,True,False,False,2,0.0,0.1111111111111111,0,0,0.0,0.0,0.0,4
602,1,32,10,0.0,2,1,1,116052.92,0,0,3,592,3,True,False,False,2,0.0,0.30303030303030304,0,0,0.0,0.0,0.0,4
649,1,40,4,95001.33,1,0,1,123202.99,0,0,3,993,2,False,True,False,1,0.7710897187664133,0.0975609756097561,0,0,0.0,3800053.2,380005.32,1
551,1,27,2,113873.22,1,1,1,85129.77,1,1,5,522,2,False,False,True,1,1.3376270413153786,0.07142857142857142,1,0,0.95,3074576.94,227746.44,3
509,1,30,6,0.0,2,1,0,180598.86,0,0,4,342,4,True,False,False,0,0.0,0.1935483870967742,0,0,0.0,0.0,0.0,4
685,1,40,7,74896.92,1,1,0,198694.2,0,0,5,692,3,False,False,True,0,0.37694378122873623,0.17073170731707318,0,0,0.0,2995876.8,524278.44,1
536,0,22,5,89492.62,1,0,0,42934.43,0,0,2,231,4,True,False,False,0,2.084353644530869,0.21739130434782608,0,0,0.0,1968837.64,447463.1,3
711,1,38,3,128718.78,1,0,0,114793.45,0,0,4,862,1,False,False,True,0,1.1212979373131715,0.07692307692307693,1,0,0.0,4891313.64,386156.33999999997,1
761,1,27,8,0.0,2,1,0,63297.7,0,0,5,494,1,False,False,True,0,0.0,0.2857142857142857,0,0,0.0,0.0,0.0,3
535,0,49,3,0.0,1,0,0,61820.41,1,1,1,269,2,True,False,False,0,0.0,0.06,0,0,0.99,0.0,0.0,4
566,1,22,7,144954.75,2,1,0,102246.0,0,0,4,698,4,False,True,False,0,1.4176919616223458,0.30434782608695654,1,0,0.0,3189004.5,1014683.25,1
620,1,21,9,0.0,2,0,0,154882.79,0,0,4,400,1,False,False,True,0,0.0,0.4090909090909091,0,0,0.0,0.0,0.0,4
837,1,37,6,94001.61,2,1,0,140723.05,0,0,2,594,1,False,True,False,0,0.667985394109962,0.15789473684210525,0,0,0.0,3478059.57,564009.66,0
685,0,40,7,0.0,1,1,0,72852.74,1,1,4,877,1,True,False,False,0,0.0,0.17073170731707318,0,0,0.96,0.0,0.0,2
673,1,65,0,0.0,1,1,1,85733.33,0,0,3,595,1,True,False,False,1,0.0,0.0,0,0,0.0,0.0,0.0,4
638,1,24,1,0.0,2,0,1,162597.15,0,0,1,567,2,True,False,False,2,0.0,0.04,0,0,0.0,0.0,0.0,4
614,1,46,4,0.0,1,1,0,74379.57,1,1,5,445,4,True,False,False,0,0.0,0.0851063829787234,0,0,0.95,0.0,0.0,3
626,0,44,2,0.0,1,0,1,173117.22,1,1,4,307,2,True,False,False,1,0.0,0.044444444444444446,0,0,0.96,0.0,0.0,4
834,1,38,8,0.0,2,1,1,66485.26,0,0,3,539,2,False,False,True,2,0.0,0.20512820512820512,0,0,0.0,0.0,0.0,2
691,1,24,6,0.0,2,1,1,92811.2,0,0,3,591,2,True,False,False,2,0.0,0.24,0,0,0.0,0.0,0.0,4
706,1,38,8,0.0,2,0,1,46635.11,0,0,3,826,2,False,False,True,2,0.0,0.20512820512820512,0,0,0.0,0.0,0.0,2
633,1,37,7,141546.35,1,1,1,124830.11,0,0,3,530,2,True,False,False,1,1.1339028388035644,0.18421052631578946,1,0,0.0,5237214.95,990824.4500000001,0
644,0,32,8,141528.88,1,1,1,167087.34,1,1,1,863,2,False,True,False,1,0.8470302595620975,0.24242424242424243,1,0,0.99,4528924.16,1132231.04,0
666,1,30,7,109805.3,1,0,1,163625.56,0,0,4,957,4,True,False,False,1,0.6710725935936073,0.22580645161290322,1,0,0.0,3294159.0,768637.1,1
708,1,32,10,86614.06,2,1,1,172129.26,0,0,4,330,3,True,False,False,2,0.5031890383480511,0.30303030303030304,0,0,0.0,2771649.92,866140.6,4
496,0,59,7,91680.1,2,1,0,163141.18,1,1,4,609,2,False,True,False,0,0.5619644165598376,0.11666666666666667,0,0,0.96,5409125.9,641760.7000000001,1
730,1,38,0,38848.19,2,0,0,94003.11,0,0,5,279,1,False,True,False,0,0.4132605478632796,0.0,0,0,0.0,1476231.2200000002,0.0,3
696,1,40,3,153639.11,1,1,1,138351.68,0,0,1,908,4,False,False,True,1,1.1104888607867949,0.07317073170731707,1,0,0.0,6145564.399999999,460917.32999999996,0
809,1,80,8,0.0,2,0,1,34164.05,0,0,3,311,4,False,False,True,2,0.0,0.09876543209876543,0,0,0.0,0.0,0.0,3
701,0,33,7,123870.07,1,1,0,97794.71,0,0,1,942,2,False,False,True,0,1.2666206932798996,0.20588235294117646,1,0,0.0,4087712.31,867090.49,2
604,1,30,5,0.0,2,1,0,75786.55,0,0,1,468,3,True,False,False,0,0.0,0.16129032258064516,0,0,0.0,0.0,0.0,2
665,1,39,10,46323.57,1,1,0,136812.02,0,0,2,469,2,True,False,False,0,0.3385903622330682,0.25,0,0,0.0,1806619.23,463235.7,4
639,0,60,5,162039.78,1,1,1,84361.72,1,1,4,295,1,True,False,False,1,1.9207510141920507,0.08196721311475409,1,0,0.96,9722386.8,810198.9,3
696,1,19,1,110928.51,1,1,1,2766.63,0,0,4,871,3,True,False,False,1,40.080686363422856,0.05,1,0,0.0,2107641.69,110928.51,2
520,1,38,5,0.0,2,1,0,163185.76,0,0,3,651,1,True,False,False,0,0.0,0.1282051282051282,0,0,0.0,0.0,0.0,4
545,1,53,5,114421.55,1,1,0,180598.28,1,1,3,490,3,False,True,False,0,0.6335659256227378,0.09259259259259259,1,0,0.97,6064342.15,572107.75,0
634,0,29,8,130036.21,2,0,1,69849.55,0,0,3,713,2,False,True,False,2,1.8616347330121237,0.26666666666666666,1,0,0.0,3771050.0900000003,1040289.68,1
750,0,26,1,151510.17,2,1,1,19921.72,0,0,5,433,3,True,False,False,2,7.604893809680606,0.037037037037037035,1,0,0.0,3939264.4200000004,151510.17,3
530,0,41,4,0.0,2,0,1,147606.71,0,0,2,955,4,False,False,True,2,0.0,0.09523809523809523,0,0,0.0,0.0,0.0,4
589,0,59,2,0.0,2,1,1,126160.24,1,1,4,292,1,True,False,False,2,0.0,0.03333333333333333,0,0,0.96,0.0,0.0,4
654,1,37,6,83568.55,1,1,0,47046.72,0,0,3,752,2,True,False,False,0,1.7762507938748149,0.15789473684210525,0,0,0.0,3092036.35,501411.30000000005,2
648,0,43,7,139972.18,1,1,0,143668.58,0,0,5,586,3,True,False,False,0,0.97426455899711,0.1590909090909091,1,0,0.0,6018803.739999999,979805.26,1
835,1,45,3,100212.13,1,1,0,152577.62,0,0,2,398,2,False,False,True,0,0.656790119087458,0.06521739130434782,1,0,0.0,4509545.850000001,300636.39,0
446,0,39,1,90217.07,1,1,0,191350.48,0,0,3,562,2,True,False,False,0,0.47147307143900846,0.025,0,0,0.0,3518465.7300000004,90217.07,0
514,1,66,9,0.0,2,1,1,14234.31,0,0,5,383,3,False,False,True,2,0.0,0.13432835820895522,0,0,0.0,0.0,0.0,3
694,1,33,4,124067.32,1,1,1,77906.87,0,0,5,769,4,False,True,False,1,1.592487639567094,0.11764705882352941,1,0,0.0,4094221.56,496269.28,1
554,1,46,4,0.0,2,0,1,57320.92,0,0,2,262,2,False,False,True,2,0.0,0.0851063829787234,0,0,0.0,0.0,0.0,3
720,0,57,1,162082.31,4,0,0,27145.73,1,1,5,692,1,False,True,False,0,5.9706016157378805,0.017241379310344827,1,0,0.95,9238691.67,162082.31,1
641,0,51,2,117306.69,4,1,1,26912.72,1,1,4,300,4,False,True,False,4,4.358620435970947,0.038461538461538464,1,0,0.96,5982641.19,234613.38,3
813,1,32,1,122889.88,1,1,1,26476.18,0,0,3,622,4,True,False,False,1,4.641350778292854,0.030303030303030304,1,0,0.0,3932476.16,122889.88,2
480,1,40,6,148790.61,1,0,1,79329.7,0,0,2,883,1,True,False,False,1,1.8755741472090879,0.14634146341463414,1,0,0.0,5951624.399999999,892743.6599999999,1
811,1,46,9,180226.24,1,1,0,13464.64,1,1,3,340,3,True,False,False,0,13.38415700998987,0.19148936170212766,1,0,0.97,8290407.039999999,1622036.16,3
715,0,32,3,104857.19,2,1,0,114149.8,0,0,2,573,3,False,True,False,0,0.918584801858594,0.09090909090909091,1,0,0.0,3355430.08,314571.57,0
620,1,31,2,166833.86,2,1,1,135171.6,0,0,1,312,3,False,False,True,2,1.2342283865221204,0.0625,1,0,0.0,5171849.659999999,333667.72,0
721,1,42,4,102936.72,1,0,0,1187.88,0,0,2,791,4,True,False,False,0,86.5829351995155,0.09302325581395349,1,0,0.0,4323342.24,411746.88,2
772,0,48,6,108736.52,1,1,0,184564.67,1,1,4,811,2,False,True,False,0,0.5891481335613498,0.12244897959183673,1,0,0.96,5219352.96,652419.12,1
680,1,44,0,129974.79,2,1,1,33391.38,0,0,5,741,3,False,True,False,2,3.8923487933474643,0.0,1,0,0.0,5718890.76,0.0,1
535,1,38,8,85982.07,1,1,0,9238.35,0,0,3,774,4,True,False,False,0,9.306073479194966,0.20512820512820512,0,0,0.0,3267318.66,687856.56,2
655,0,20,7,134397.61,1,0,0,28029.54,0,0,4,516,2,True,False,False,0,4.794685011419687,0.3333333333333333,1,0,0.0,2687952.1999999997,940783.2699999999,3
660,1,63,8,137841.53,1,1,1,42790.29,0,0,2,985,2,True,False,False,1,3.221252035168839,0.125,1,0,0.0,8684016.39,1102732.24,2
762,1,56,10,100260.88,3,1,1,77142.42,1,1,1,721,4,False,True,False,3,1.299668591306945,0.17543859649122806,1,0,0.99,5614609.28,1002608.8,2
662,1,39,5,139822.11,2,1,1,146219.9,0,0,2,337,3,False,True,False,2,0.9562388824032678,0.125,1,0,0.0,5453062.289999999,699110.5499999999,0
463,0,41,8,123151.51,2,1,0,70127.93,0,0,5,523,1,False,True,False,0,1.756072850391415,0.19047619047619047,1,0,0.0,5049211.91,985212.08,3
501,1,27,4,95331.83,2,1,0,132104.76,0,0,1,301,4,False,True,False,0,0.7216326525050838,0.14285714285714285,0,0,0.0,2573959.41,381327.32,0
603,0,42,6,0.0,1,1,1,90437.87,0,0,4,842,4,False,False,True,1,0.0,0.13953488372093023,0,0,0.0,0.0,0.0,4
688,1,37,7,138162.41,2,1,1,113926.31,0,0,2,612,2,False,False,True,2,1.2127242361818251,0.18421052631578946,1,0,0.0,5112009.17,967136.87,0
430,1,38,9,0.0,2,1,1,12050.77,0,0,5,573,1,True,False,False,2,0.0,0.23076923076923078,0,0,0.0,0.0,0.0,3
632,1,48,6,126066.26,1,1,0,64345.61,1,1,3,517,3,False,True,False,0,1.9591748500814572,0.12244897959183673,1,0,0.97,6051180.4799999995,756397.5599999999,3
601,0,42,4,96763.89,1,1,1,199242.65,0,0,2,235,3,False,False,True,1,0.4856560798800865,0.09302325581395349,0,0,0.0,4064083.38,387055.56,0
769,0,38,2,0.0,2,0,0,75578.67,0,0,5,829,1,True,False,False,0,0.0,0.05128205128205128,0,0,0.0,0.0,0.0,4
551,1,42,2,139561.46,1,1,0,43435.43,1,1,5,528,2,True,False,False,0,3.213004844090548,0.046511627906976744,1,0,0.95,5861581.319999999,279122.92,3
841,0,52,5,0.0,1,0,0,183239.71,1,1,5,783,2,True,False,False,0,0.0,0.09433962264150944,0,0,0.95,0.0,0.0,4
469,0,31,6,0.0,1,1,0,146213.75,1,1,3,219,4,False,False,True,0,0.0,0.1875,0,0,0.97,0.0,0.0,4
479,1,27,2,172463.45,1,1,1,40315.27,0,0,3,704,4,False,False,True,1,4.277763047027912,0.07142857142857142,1,0,0.0,4656513.15,344926.9,1
701,1,37,8,107798.85,1,1,0,16966.73,0,0,1,228,1,True,False,False,0,6.353168632457023,0.21052631578947367,1,0,0.0,3988557.45,862390.8,3
593,1,36,2,70181.48,2,1,0,80608.12,0,0,3,273,3,True,False,False,0,0.8706394512184229,0.05405405405405406,0,0,0.0,2526533.28,140362.96,3
738,1,38,5,177997.07,1,0,1,19233.41,0,0,5,799,3,False,False,True,1,9.25409565461067,0.1282051282051282,1,0,0.0,6763888.66,889985.3500000001,1
635,1,31,1,0.0,2,1,0,135382.23,0,0,5,510,3,False,False,True,0,0.0,0.03125,0,0,0.0,0.0,0.0,4
658,1,32,8,0.0,1,1,1,80410.68,0,0,1,867,2,True,False,False,1,0.0,0.24242424242424243,0,0,0.0,0.0,0.0,2
687,0,36,5,0.0,1,1,0,17696.22,0,0,4,630,1,False,False,True,0,0.0,0.13513513513513514,0,0,0.0,0.0,0.0,2
650,1,37,9,0.0,2,1,0,17974.08,0,0,2,994,1,True,False,False,0,0.0,0.23684210526315788,0,0,0.0,0.0,0.0,2
720,1,21,2,123200.78,1,1,1,180712.28,0,0,2,291,3,False,False,True,1,0.6817472407119167,0.09090909090909091,1,0,0.0,2587216.38,246401.56,0
602,0,63,7,0.0,2,1,1,56323.21,0,0,4,649,3,True,False,False,2,0.0,0.109375,0,0,0.0,0.0,0.0,2
618,1,33,4,0.0,2,1,1,77550.18,0,0,1,273,1,False,False,True,2,0.0,0.11764705882352941,0,0,0.0,0.0,0.0,4
803,1,41,9,137742.9,2,1,1,166957.82,0,0,5,567,1,False,True,False,2,0.8250112213299063,0.21428571428571427,1,0,0.0,5647458.899999999,1239686.0999999999,1
793,0,63,9,116270.72,1,1,1,184243.25,0,0,3,236,4,True,False,False,1,0.6310683779819451,0.140625,1,0,0.0,7325055.36,1046436.48,0
616,1,41,10,113220.2,2,1,1,114072.91,0,0,3,596,1,False,True,False,2,0.9925161678073452,0.23809523809523808,1,0,0.0,4642028.2,1132202.0,0
550,1,51,5,0.0,2,1,0,153917.41,0,0,2,977,1,False,False,True,0,0.0,0.09615384615384616,0,0,0.0,0.0,0.0,4
602,0,56,3,115895.22,3,1,0,4176.17,1,1,4,848,3,True,False,False,0,27.744913422245205,0.05263157894736842,1,0,0.96,6490132.32,347685.66000000003,2
452,0,60,6,121730.49,1,1,1,142963.29,0,0,3,449,1,True,False,False,1,0.8514747983569882,0.09836065573770492,1,0,0.0,7303829.4,730382.9400000001,0
655,0,28,3,113811.85,2,0,1,76844.23,0,0,5,890,3,False,False,True,2,1.4810528903355487,0.10344827586206896,1,0,0.0,3186731.8000000003,341435.55000000005,1
510,0,26,6,136214.08,1,0,0,159742.33,0,0,2,853,3,True,False,False,0,0.8527059001461907,0.2222222222222222,1,0,0.0,3541566.0799999996,817284.48,0
557,1,39,8,146200.01,1,1,0,177944.64,0,0,2,779,2,True,False,False,0,0.8215992816682668,0.2,1,0,0.0,5701800.390000001,1169600.08,0
676,1,37,10,106242.67,1,1,1,166678.28,0,0,5,560,2,True,False,False,1,0.6374077809791355,0.2631578947368421,1,0,0.0,3930978.79,1062426.7,1
640,0,29,4,0.0,2,1,0,44904.26,0,0,3,758,2,True,False,False,0,0.0,0.13333333333333333,0,0,0.0,0.0,0.0,2
529,1,31,6,0.0,1,1,0,10625.91,0,0,4,491,4,False,False,True,0,0.0,0.1875,0,0,0.0,0.0,0.0,3
559,1,45,8,24043.45,1,0,1,169781.45,1,1,5,851,4,True,False,False,1,0.14161328217374647,0.17391304347826086,0,0,0.95,1081955.25,192347.6,4
689,0,58,5,0.0,2,0,1,49848.86,0,0,3,478,1,True,False,False,2,0.0,0.0847457627118644,0,0,0.0,0.0,0.0,2
626,1,39,10,132287.92,3,1,1,51467.92,1,1,5,880,3,False,True,False,3,2.5702486082863216,0.25,1,0,0.95,5159228.880000001,1322879.2000000002,1
697,1,30,1,0.0,2,0,0,735.79,0,0,5,470,1,False,False,True,0,0.0,0.03225806451612903,0,0,0.0,0.0,0.0,3
823,0,44,1,0.0,2,0,1,182495.7,0,0,2,639,1,True,False,False,2,0.0,0.022222222222222223,0,0,0.0,0.0,0.0,4
565,0,32,4,90322.99,2,0,1,118740.37,0,0,1,416,4,False,True,False,2,0.7606699333181014,0.12121212121212122,0,0,0.0,2890335.68,361291.96,0
631,1,23,3,0.0,2,1,0,13813.24,0,0,4,234,2,False,False,True,0,0.0,0.125,0,0,0.0,0.0,0.0,3
646,0,34,3,131283.11,1,0,0,130500.65,0,0,3,328,1,True,False,False,0,1.0059881235218098,0.08571428571428572,1,0,0.0,4463625.739999999,393849.32999999996,0
676,1,48,1,131659.59,2,0,1,14152.15,0,0,5,438,4,False,False,True,2,9.302493791134836,0.02040816326530612,1,0,0.0,6319660.32,131659.59,3
850,0,54,4,120952.74,1,1,0,66963.15,0,0,5,396,1,False,False,True,0,1.806231244628656,0.07272727272727272,1,0,0.0,6531447.96,483810.96,3
810,0,38,9,153166.17,1,1,1,93261.69,0,0,2,474,4,True,False,False,1,1.6423091592146872,0.23076923076923078,1,0,0.0,5820314.460000001,1378495.53,0
581,1,30,0,53291.86,1,0,0,196582.28,0,0,1,314,3,False,False,True,0,0.27109050169475246,0.0,0,0,0.0,1598755.8,0.0,0
718,0,35,2,167924.95,1,1,0,43024.64,0,0,2,317,1,True,False,False,0,3.9029041752778113,0.05555555555555555,1,0,0.0,5877373.25,335849.9,0
713,1,43,5,86394.14,1,1,1,130001.13,0,0,3,663,1,True,False,False,1,0.6645594191418248,0.11363636363636363,0,0,0.0,3714948.02,431970.7,1
672,0,50,1,0.0,1,1,0,12106.82,1,1,5,247,2,True,False,False,0,0.0,0.0196078431372549,0,0,0.95,0.0,0.0,3
781,1,33,3,0.0,2,1,1,42556.33,0,0,2,989,2,False,False,True,2,0.0,0.08823529411764706,0,0,0.0,0.0,0.0,2
656,1,47,1,0.0,2,1,1,197961.93,0,0,5,402,1,False,False,True,2,0.0,0.020833333333333332,0,0,0.0,0.0,0.0,4
583,0,31,4,158978.79,1,1,0,12538.92,0,0,4,862,4,True,False,False,0,12.677815328965417,0.125,1,0,0.0,4928342.49,635915.16,1
808,0,37,2,100431.84,1,1,0,35140.49,1,1,2,424,4,False,True,False,0,2.857927765726496,0.05263157894736842,1,0,0.98,3715978.08,200863.68,2
721,1,33,5,0.0,2,0,1,117626.9,0,0,1,300,1,False,False,True,2,0.0,0.14705882352941177,0,0,0.0,0.0,0.0,4
778,0,29,6,150358.97,1,1,0,62454.01,1,1,4,371,4,False,True,False,0,2.407476517896643,0.2,1,0,0.96,4360410.13,902153.8200000001,3
850,0,45,4,114347.85,2,1,1,109089.04,0,0,4,744,1,False,False,True,2,1.048196975635906,0.08695652173913043,1,0,0.0,5145653.25,457391.4,1
693,0,39,4,0.0,2,0,1,142331.39,0,0,1,550,3,True,False,False,2,0.0,0.1,0,0,0.0,0.0,0.0,4
520,1,34,4,134007.9,1,1,1,193209.11,0,0,5,523,3,True,False,False,1,0.6935863759924364,0.11428571428571428,1,0,0.0,4556268.6,536031.6,1
